143	146	113	122	186	186	134	146	309	341
149	149	104	116	186	189	140	146	241	309
143	149	119	119	186	195	146	149	309	309
146	149	104	116	186	195	128	137	309	313
149	149	113	116	186	189	134	146	241	309
149	149	119	119	183	186	146	149	241	247
146	146	113	116	186	192	146	149	233	245
146	149	116	119	186	195	128	134	309	309
149	149	119	122	186	192	140	143	309	309
146	146	116	119	186	192	134	134	241	309
146	146	116	116	186	192	146	146	241	341
149	149	113	116	186	186	137	146	241	309
146	149	113	116	186	186	140	155	241	241
143	149	104	113	186	195	134	146	241	309
146	149	104	116	186	195	146	146	245	309
146	149	116	122	186	192	146	155	241	245
146	149	113	119	186	186	143	146	241	309
146	149	119	122	186	195	140	140	245	309
149	149	116	119	186	186	146	146	241	309
149	149	116	116	186	195	146	146	245	309
143	149	104	122	186	192	134	146	245	309
146	149	119	119	186	186	146	155	241	247
149	149	104	113	186	195	146	155	309	333
146	146	116	122	186	186	149	155	241	309
146	149	113	116	186	195	140	146	241	245
149	149	113	122	186	186	146	146	245	309
146	149	113	122	186	192	137	155	241	245
146	149	104	113	183	186	134	146	233	341
149	149	116	116	186	192	146	155	241	309
149	149	119	122	186	186	146	155	241	247
143	149	116	116	186	186	128	134	241	247
149	149	104	119	186	195	134	146	309	309
149	149	119	122	192	192	146	155	309	309
149	152	116	119	192	195	134	134	241	313
143	152	119	119	186	189	146	155	247	247
143	149	122	122	186	192	146	155	239	301
146	149	104	119	186	192	146	155	247	309
149	152	122	122	192	192	146	155	239	239
146	152	119	122	192	192	137	155	239	247
143	149	104	122	186	192	155	155	239	245
143	152	119	122	192	192	155	155	239	301
146	146	122	122	189	192	155	155	309	313
146	149	104	119	189	192	155	155	247	301
143	149	119	119	189	192	155	155	247	247
143	152	122	122	186	192	140	155	239	247
143	149	119	119	189	192	146	146	245	247
146	152	119	119	186	186	140	155	247	301
143	149	119	119	189	189	155	155	239	247
146	152	119	122	189	192	146	155	247	309
149	149	119	119	189	192	146	149	243	301
143	149	122	122	189	192	155	155	239	301
143	152	119	122	192	192	146	155	245	247
146	149	119	122	192	192	146	155	239	243
143	152	104	119	186	186	140	155	247	247
143	149	104	119	189	189	146	155	247	247
149	149	119	122	189	189	146	155	239	313
146	152	104	119	186	186	146	146	245	301
143	152	104	122	186	192	146	155	239	247
149	152	122	122	189	192	146	155	239	313
143	149	104	122	183	192	146	155	239	301
143	143	104	104	186	192	140	155	247	247
149	152	119	122	189	189	140	149	245	313
149	149	104	122	192	192	146	155	247	313
149	152	119	122	186	192	146	146	239	309
149	152	104	119	192	192	146	146	247	247
149	149	104	104	189	192	146	149	301	309
143	143	104	119	186	192	140	155	247	247
146	152	122	122	189	192	149	155	239	313
149	152	104	122	195	195	134	134	329	341
143	146	116	122	192	195	149	155	301	309
149	152	122	122	189	192	149	155	239	301
143	146	119	122	186	192	146	146	247	301
149	152	104	122	189	192	140	155	239	301
143	146	122	122	186	192	149	155	239	313
143	149	122	122	186	189	146	155	301	309
143	149	104	119	192	192	146	155	247	247
149	152	122	122	192	192	155	155	239	247
149	152	122	122	192	192	155	155	239	239
146	146	104	116	186	192	140	149	241	241
146	146	104	104	186	186	140	155	233	309
146	146	104	104	186	186	140	149	233	309
146	146	104	116	189	192	149	155	241	309
146	149	104	104	186	195	149	149	233	309
146	146	104	104	192	192	149	149	241	309
146	146	104	104	186	195	149	149	241	309
143	152	104	119	186	192	137	146	239	247
146	146	104	116	186	195	140	149	233	301
146	146	104	116	186	192	149	149	309	309
146	146	104	104	186	192	140	149	301	309
146	146	104	116	192	192	140	149	241	309
146	146	104	104	186	195	149	149	309	309
146	146	104	116	186	192	149	149	241	309
146	146	104	104	186	192	134	155	243	309
146	149	104	122	192	195	146	149	233	233
146	146	104	116	192	192	140	149	309	309
146	149	104	104	189	192	155	155	247	247
146	149	122	122	186	189	146	155	247	309
149	149	104	122	186	192	155	155	241	247
146	146	104	104	192	192	140	149	241	309
146	149	104	104	186	189	140	155	309	309
146	146	104	116	186	195	140	149	301	301
146	152	104	104	192	195	146	155	247	313
149	149	104	104	192	192	134	140	247	321
149	149	113	116	192	192	134	137	233	247
149	152	104	116	192	192	134	137	247	321
149	149	113	122	192	192	146	146	233	247
149	149	104	104	192	192	134	143	247	353
149	149	104	113	195	195	137	146	239	247
152	152	113	122	192	192	134	146	239	247
149	149	116	122	192	192	146	146	233	321
149	152	104	116	192	192	137	146	353	353
152	152	104	122	192	192	143	146	233	233
149	149	104	122	186	192	137	146	239	321
149	152	104	116	192	192	134	137	233	247
149	149	113	116	192	192	143	146	313	313
143	152	113	122	192	192	146	146	239	247
149	152	116	122	192	192	146	146	313	321
149	152	104	116	186	198	137	146	239	247
146	149	104	104	192	195	155	155	247	247
149	152	104	113	192	192	143	146	233	313
149	149	113	122	192	192	143	143	313	321
149	152	104	122	192	192	134	146	233	247
149	149	104	122	192	198	137	146	233	321
149	149	119	122	192	198	137	143	247	341
149	152	116	122	186	195	146	146	313	341
143	146	104	122	192	192	137	146	233	247
149	149	104	116	192	192	137	143	233	233
149	152	104	116	186	192	137	146	247	247
149	149	113	116	192	192	134	140	247	321
149	152	104	104	192	192	134	143	233	247
149	149	122	122	192	192	143	146	321	321
149	149	113	122	192	192	134	140	233	247
149	149	104	113	192	192	137	146	321	353
149	152	116	122	192	192	140	146	233	353
146	146	104	122	189	189	137	155	245	309
146	146	104	104	186	189	134	155	245	245
146	146	104	104	186	186	134	155	309	317
146	149	104	122	183	186	137	137	245	313
149	149	104	122	186	189	134	137	247	309
146	146	104	122	186	192	137	155	243	247
146	149	104	122	186	189	134	137	243	245
146	149	104	122	189	189	137	155	243	309
146	146	104	104	186	186	137	155	309	309
146	146	104	104	186	186	137	155	309	317
146	149	104	122	186	189	134	155	245	245
146	146	113	122	186	192	134	137	309	309
146	146	104	104	186	186	134	155	245	313
146	149	104	104	189	192	134	155	243	245
143	146	104	122	186	189	134	134	243	309
146	149	104	104	186	192	134	155	245	317
146	146	104	104	186	192	137	155	245	309
146	149	104	104	189	195	134	155	245	245
143	146	104	122	183	192	134	137	245	313
143	146	104	113	186	189	134	134	243	245
146	149	104	104	183	192	137	137	245	313
143	146	104	104	189	192	137	137	309	313
146	146	104	104	192	192	134	137	309	309
146	146	104	122	186	189	134	155	245	245
146	146	104	104	186	189	134	134	309	313
146	146	104	104	186	189	134	134	245	309
146	146	104	122	186	192	134	155	309	309
146	149	113	122	186	192	134	137	245	309
143	146	104	104	183	192	137	137	245	313
146	146	104	113	186	192	134	134	245	247
146	146	104	104	186	192	137	155	245	317
146	146	104	104	192	195	134	134	247	309
146	146	113	113	183	186	134	134	243	245
146	146	104	122	186	195	137	137	245	309
146	146	122	122	186	189	134	155	245	245
146	146	104	104	186	192	155	155	247	309
146	146	104	113	186	195	137	137	241	309
143	146	122	122	186	189	134	155	243	309
146	149	104	104	186	189	134	137	245	309
146	146	104	104	186	192	134	137	245	309
146	149	104	104	186	186	155	155	245	245
146	146	104	104	186	186	137	155	309	317
146	146	104	122	192	192	134	137	245	309
146	149	104	104	186	192	134	137	245	245
146	149	104	104	186	186	134	137	243	309
146	146	113	122	186	186	134	155	243	309
146	149	104	122	186	189	134	155	245	309
146	146	104	113	186	189	137	155	245	309
146	149	104	104	186	186	134	155	245	309
149	149	104	119	186	189	140	146	239	309
143	143	104	104	186	186	137	137	309	309
149	149	104	119	186	192	140	149	247	309
