iteration,K
116025,7
116026,7
116027,7
116028,8
116029,9
116030,8
116031,7
116032,7
116033,6
116034,6
116035,7
116036,6
116037,6
116038,6
116039,5
116040,5
116041,5
116042,7
116043,6
116044,8
116045,8
116046,8
116047,7
116048,6
116049,7
116050,7
116051,7
116052,7
116053,5
116054,6
116055,6
116056,6
116057,6
116058,6
116059,6
116060,6
116061,5
116062,3
116063,3
116064,3
116065,3
116066,3
116067,3
116068,3
116069,3
116070,3
116071,3
116072,3
116073,3
116074,4
116075,4
116076,4
116077,4
116078,5
116079,5
116080,4
116081,7
116082,6
116083,5
116084,5
116085,5
116086,4
116087,3
116088,3
116089,3
116090,4
116091,3
116092,3
116093,3
116094,3
116095,3
116096,3
116097,3
116098,3
116099,4
116100,4
116101,4
116102,4
116103,5
116104,5
116105,6
116106,5
116107,6
116108,4
116109,4
116110,4
116111,4
116112,4
116113,5
116114,4
116115,5
116116,6
116117,6
116118,6
116119,6
116120,7
116121,7
116122,7
116123,6
116124,7
116125,6
116126,6
116127,7
116128,6
116129,7
116130,7
116131,8
116132,6
116133,6
116134,6
116135,5
116136,5
116137,5
116138,6
116139,6
116140,6
116141,6
116142,6
116143,6
116144,5
116145,5
116146,5
116147,6
116148,6
116149,6
116150,6
116151,5
116152,5
116153,5
116154,5
116155,6
116156,5
116157,5
116158,6
116159,5
116160,5
116161,5
116162,6
116163,6
116164,6
116165,7
116166,5
116167,5
116168,5
116169,5
116170,6
116171,6
116172,6
116173,5
116174,6
116175,6
116176,6
116177,6
116178,8
116179,6
116180,6
116181,6
116182,7
116183,4
116184,4
116185,5
116186,4
116187,3
116188,3
116189,3
116190,4
116191,3
116192,3
116193,3
116194,4
116195,4
116196,4
116197,5
116198,4
116199,5
116200,5
116201,6
116202,5
116203,4
116204,5
116205,4
116206,4
116207,5
116208,4
116209,3
116210,3
116211,4
116212,7
116213,4
116214,5
116215,5
116216,4
116217,5
116218,4
116219,4
116220,4
116221,4
116222,4
116223,4
116224,4
116225,6
116226,6
116227,5
116228,5
116229,5
116230,5
116231,5
116232,5
116233,6
116234,5
116235,6
116236,5
116237,5
116238,5
116239,5
116240,5
116241,5
116242,5
116243,5
116244,5
116245,5
116246,5
116247,5
116248,5
116249,5
116250,5
116251,5
116252,4
116253,4
116254,4
116255,4
116256,4
116257,4
116258,4
116259,4
116260,5
116261,6
116262,4
116263,5
116264,4
116265,4
116266,4
116267,5
116268,4
116269,4
116270,4
116271,4
116272,4
116273,4
116274,4
116275,5
116276,4
116277,4
116278,4
116279,4
116280,4
116281,4
116282,4
116283,3
116284,3
116285,3
116286,3
116287,3
116288,3
116289,3
116290,3
116291,3
116292,3
116293,3
116294,3
116295,3
116296,4
116297,3
116298,3
116299,6
116300,3
116301,4
116302,3
116303,3
116304,4
116305,4
116306,4
116307,5
116308,6
116309,5
116310,4
116311,3
116312,3
116313,3
116314,3
116315,3
116316,3
116317,3
116318,3
116319,3
116320,3
116321,3
116322,3
116323,3
116324,3
116325,3
116326,3
116327,5
116328,3
116329,3
116330,4
116331,3
116332,3
116333,4
116334,3
116335,3
116336,3
116337,3
116338,3
116339,3
116340,3
116341,3
116342,3
116343,4
116344,3
116345,3
116346,4
116347,4
116348,3
116349,3
116350,4
116351,3
116352,3
116353,3
116354,3
116355,3
116356,3
116357,3
116358,3
116359,3
116360,3
116361,3
116362,3
116363,3
116364,3
116365,3
116366,3
116367,4
116368,3
116369,3
116370,3
116371,3
116372,3
116373,3
116374,3
116375,3
116376,3
116377,3
116378,3
116379,3
116380,3
116381,3
116382,3
116383,4
116384,3
116385,3
116386,3
116387,3
116388,3
116389,3
116390,3
116391,4
116392,3
116393,3
116394,3
116395,3
116396,3
116397,3
116398,3
116399,4
116400,3
116401,3
116402,3
116403,3
116404,3
116405,3
116406,3
116407,4
116408,3
116409,7
116410,4
116411,6
116412,4
116413,4
116414,5
116415,4
116416,3
116417,3
116418,4
116419,3
116420,3
116421,3
116422,3
116423,3
116424,3
116425,3
116426,3
116427,3
116428,3
116429,3
116430,3
116431,3
116432,3
116433,3
116434,3
116435,4
116436,3
116437,3
116438,3
116439,3
116440,4
116441,4
116442,4
116443,4
116444,4
116445,4
116446,4
116447,4
116448,4
116449,4
116450,4
116451,5
116452,6
116453,5
116454,4
116455,4
116456,4
116457,5
116458,4
116459,5
116460,5
116461,4
116462,7
116463,6
116464,5
116465,5
116466,9
116467,7
116468,6
116469,6
116470,8
116471,6
116472,7
116473,6
116474,7
116475,10
116476,8
116477,9
116478,8
116479,7
116480,7
116481,7
116482,6
116483,6
116484,7
116485,7
116486,7
116487,7
116488,7
116489,8
116490,8
116491,8
116492,9
116493,9
116494,8
116495,7
116496,7
116497,7
116498,7
116499,7
116500,7
116501,6
116502,7
116503,8
116504,7
116505,6
116506,6
116507,7
116508,8
116509,6
116510,6
116511,6
116512,6
116513,7
116514,7
116515,8
116516,12
116517,8
116518,8
116519,7
116520,8
116521,10
116522,8
116523,9
116524,8
116525,8
116526,9
116527,10
116528,9
116529,9
116530,9
116531,9
116532,12
116533,12
116534,14
116535,17
116536,14
116537,11
116538,13
116539,11
116540,10
116541,8
116542,8
116543,8
116544,9
116545,9
116546,11
116547,9
116548,10
116549,10
116550,11
116551,11
116552,11
116553,12
116554,13
116555,13
116556,10
116557,9
116558,8
116559,9
116560,7
116561,7
116562,8
116563,7
116564,8
116565,7
116566,5
116567,5
116568,5
116569,5
116570,5
116571,6
116572,5
116573,5
116574,5
116575,9
116576,5
116577,5
116578,5
116579,5
116580,5
116581,6
116582,5
116583,5
116584,6
116585,8
116586,6
116587,6
116588,7
116589,5
116590,6
116591,7
116592,6
116593,8
116594,7
116595,6
116596,5
116597,5
116598,5
116599,5
116600,5
116601,5
116602,5
116603,5
116604,5
116605,4
116606,4
116607,3
116608,3
116609,3
116610,4
116611,4
116612,4
116613,4
116614,3
116615,3
116616,3
116617,3
116618,3
116619,3
116620,3
116621,3
116622,3
116623,3
116624,3
116625,3
116626,3
116627,3
116628,4
116629,3
116630,3
116631,5
116632,3
116633,3
116634,3
116635,3
116636,3
116637,3
116638,3
116639,3
116640,3
116641,3
116642,3
116643,4
116644,3
116645,4
116646,5
116647,5
116648,5
116649,7
116650,6
116651,9
116652,7
116653,7
116654,7
116655,6
116656,8
116657,6
116658,7
116659,7
116660,6
116661,8
116662,6
116663,6
116664,5
116665,5
116666,6
116667,6
116668,5
116669,6
116670,5
116671,6
116672,4
116673,4
116674,4
116675,4
116676,4
116677,4
116678,4
116679,5
116680,4
116681,4
116682,4
116683,4
116684,4
116685,4
116686,4
116687,4
116688,4
116689,4
116690,4
116691,4
116692,4
116693,4
116694,5
116695,4
116696,4
116697,4
116698,5
116699,5
116700,6
116701,4
116702,4
116703,4
116704,4
116705,4
116706,4
116707,4
116708,4
116709,4
116710,4
116711,4
116712,4
116713,5
116714,5
116715,4
116716,4
116717,4
116718,4
116719,4
116720,4
116721,4
116722,5
116723,4
116724,4
116725,5
116726,4
116727,4
116728,4
116729,4
116730,4
116731,4
116732,4
116733,4
116734,4
116735,4
116736,4
116737,4
116738,4
116739,4
116740,5
116741,6
116742,7
116743,6
116744,6
116745,7
116746,7
116747,9
116748,8
116749,8
116750,9
116751,8
116752,8
116753,12
116754,9
116755,9
116756,10
116757,10
116758,10
116759,9
116760,10
116761,10
116762,11
116763,10
116764,12
116765,12
116766,10
116767,11
116768,9
116769,10
116770,13
116771,9
116772,9
116773,13
116774,11
116775,8
116776,8
116777,7
116778,7
116779,8
116780,7
116781,8
116782,6
116783,6
116784,6
116785,6
116786,6
116787,8
116788,8
116789,7
116790,8
116791,9
116792,7
116793,9
116794,7
116795,6
116796,6
116797,6
116798,6
116799,5
116800,5
116801,6
116802,4
116803,5
116804,4
116805,6
116806,6
116807,8
116808,7
116809,6
116810,8
116811,6
116812,5
116813,5
116814,7
116815,5
116816,5
116817,5
116818,7
116819,6
116820,5
116821,5
116822,6
116823,6
116824,7
116825,6
116826,5
116827,5
116828,5
116829,5
116830,6
116831,7
116832,6
116833,6
116834,6
116835,8
116836,8
116837,8
116838,7
116839,7
116840,10
116841,9
116842,7
116843,6
116844,6
116845,7
116846,8
116847,7
116848,7
116849,8
116850,6
116851,6
116852,6
116853,7
116854,7
116855,9
116856,6
116857,6
116858,7
116859,6
116860,6
116861,6
116862,7
116863,8
116864,6
116865,6
116866,6
116867,7
116868,7
116869,10
116870,7
116871,7
116872,8
116873,9
116874,10
116875,11
116876,10
116877,9
116878,7
116879,8
116880,6
116881,7
116882,7
116883,6
116884,6
116885,7
116886,6
116887,6
116888,7
116889,6
116890,6
116891,8
116892,7
116893,10
116894,7
116895,8
116896,9
116897,7
116898,8
116899,10
116900,9
116901,11
116902,10
116903,10
116904,11
116905,11
116906,9
116907,9
116908,10
116909,11
116910,9
116911,12
116912,9
116913,13
116914,11
116915,15
116916,12
116917,9
116918,9
116919,8
116920,8
116921,7
116922,8
116923,6
116924,6
116925,6
116926,7
116927,6
116928,6
116929,7
116930,6
116931,6
116932,6
116933,9
116934,6
116935,7
116936,7
116937,7
116938,7
116939,6
116940,6
116941,8
116942,9
116943,9
116944,9
116945,9
116946,9
116947,9
116948,11
116949,11
116950,10
116951,8
116952,9
116953,9
116954,10
116955,9
116956,9
116957,13
116958,9
116959,12
116960,12
116961,11
116962,11
116963,10
116964,11
116965,10
116966,10
116967,10
116968,12
116969,13
116970,11
116971,10
116972,12
116973,10
116974,14
116975,9
116976,10
116977,10
116978,14
116979,13
116980,12
116981,12
116982,14
116983,13
116984,13
116985,12
116986,12
116987,12
116988,13
116989,13
116990,13
116991,10
116992,9
116993,7
116994,8
116995,9
116996,8
116997,7
116998,8
116999,8
117000,6
117001,6
117002,6
117003,6
117004,5
117005,4
117006,5
117007,5
117008,5
117009,4
117010,5
117011,7
117012,6
117013,5
117014,6
117015,8
117016,5
117017,4
117018,4
117019,4
117020,4
117021,4
117022,5
117023,4
117024,4
117025,5
117026,6
117027,8
117028,8
117029,7
117030,7
117031,8
117032,10
117033,9
117034,7
117035,8
117036,8
117037,8
117038,7
117039,7
117040,8
117041,6
117042,7
117043,6
117044,6
117045,7
117046,6
117047,6
117048,6
117049,8
117050,8
117051,6
117052,6
117053,7
117054,6
117055,6
117056,6
117057,6
117058,6
117059,7
117060,6
117061,6
117062,6
117063,7
117064,7
117065,5
117066,6
117067,5
117068,5
117069,5
117070,6
117071,5
117072,5
117073,6
117074,6
117075,6
117076,5
117077,5
117078,6
117079,6
117080,7
117081,7
117082,6
117083,6
117084,7
117085,7
117086,7
117087,9
117088,7
117089,6
117090,6
117091,6
117092,7
117093,7
117094,9
117095,10
117096,9
117097,8
117098,7
117099,8
117100,7
117101,8
117102,7
117103,7
117104,8
117105,8
117106,9
117107,8
117108,8
117109,11
117110,8
117111,8
117112,9
117113,7
117114,10
117115,9
117116,7
117117,7
117118,6
117119,6
117120,7
117121,7
117122,6
117123,6
117124,6
117125,6
117126,7
117127,6
117128,7
117129,7
117130,7
117131,6
117132,6
117133,6
117134,6
117135,8
117136,8
117137,6
117138,6
117139,6
117140,7
117141,7
117142,5
117143,6
117144,6
117145,8
117146,8
117147,9
117148,8
117149,8
117150,10
117151,9
117152,11
117153,8
117154,8
117155,9
117156,13
117157,8
117158,9
117159,8
117160,7
117161,7
117162,8
117163,7
117164,7
117165,6
117166,5
117167,5
117168,5
117169,5
117170,5
117171,6
117172,6
117173,7
117174,6
117175,6
117176,6
117177,6
117178,5
117179,6
117180,6
117181,5
117182,5
117183,5
117184,5
117185,5
117186,6
117187,6
117188,6
117189,6
117190,6
117191,6
117192,7
117193,6
117194,6
117195,6
117196,7
117197,6
117198,4
117199,5
117200,4
117201,4
117202,4
117203,7
117204,6
117205,5
117206,5
117207,4
117208,4
117209,5
117210,5
117211,5
117212,6
117213,5
117214,6
117215,7
117216,5
117217,6
117218,7
117219,5
117220,5
117221,7
117222,5
117223,6
117224,5
117225,5
117226,7
117227,6
117228,6
117229,5
117230,6
117231,5
117232,5
117233,5
117234,8
117235,5
117236,5
117237,5
117238,6
117239,9
117240,12
117241,8
117242,8
117243,8
117244,7
117245,8
117246,7
117247,7
117248,7
117249,8
117250,8
117251,9
117252,9
117253,7
117254,6
117255,6
117256,6
117257,9
117258,6
117259,7
117260,6
117261,7
117262,7
117263,7
117264,7
117265,8
117266,6
117267,6
117268,6
117269,6
117270,6
117271,6
117272,6
117273,8
117274,6
117275,7
117276,6
117277,6
117278,6
117279,7
117280,7
117281,6
117282,7
117283,7
117284,7
117285,7
117286,7
117287,7
117288,6
117289,6
117290,6
117291,6
117292,6
117293,5
117294,5
117295,5
117296,7
117297,5
117298,5
117299,6
117300,5
117301,5
117302,5
117303,5
117304,5
117305,5
117306,5
117307,5
117308,5
117309,5
117310,5
117311,5
117312,5
117313,4
117314,6
117315,4
117316,4
117317,4
117318,4
117319,4
117320,4
117321,5
117322,5
117323,4
117324,5
117325,4
117326,4
117327,4
117328,4
117329,4
117330,4
117331,4
117332,4
117333,4
117334,4
117335,4
117336,6
117337,4
117338,4
117339,4
117340,3
117341,3
117342,3
117343,3
117344,4
117345,3
117346,3
117347,3
117348,4
117349,3
117350,3
117351,3
117352,3
117353,3
117354,3
117355,3
117356,3
117357,3
117358,3
117359,3
117360,4
117361,3
117362,3
117363,3
117364,3
117365,3
117366,4
117367,4
117368,3
117369,3
117370,3
117371,4
117372,3
117373,3
117374,3
117375,3
117376,3
117377,3
117378,3
117379,3
117380,3
117381,4
117382,4
117383,3
117384,4
117385,3
117386,4
117387,4
117388,4
117389,3
117390,3
117391,3
117392,3
117393,3
117394,3
117395,3
117396,3
117397,3
117398,3
117399,3
117400,3
117401,3
117402,4
117403,4
117404,4
117405,6
117406,7
117407,6
117408,6
117409,6
117410,6
117411,6
117412,6
117413,8
117414,7
117415,8
117416,8
117417,10
117418,8
117419,7
117420,10
117421,7
117422,9
117423,7
117424,8
117425,10
117426,8
117427,8
117428,9
117429,8
117430,9
117431,8
117432,13
117433,10
117434,9
117435,9
117436,9
117437,8
117438,9
117439,8
117440,8
117441,8
117442,8
117443,10
117444,8
117445,9
117446,9
117447,9
117448,10
117449,9
117450,9
117451,8
117452,7
117453,7
117454,7
117455,7
117456,6
117457,7
117458,9
117459,8
117460,6
117461,5
117462,6
117463,6
117464,7
117465,7
117466,5
117467,5
117468,6
117469,7
117470,7
117471,6
117472,7
117473,6
117474,8
117475,6
117476,7
117477,6
117478,7
117479,8
117480,8
117481,8
117482,6
117483,8
117484,6
117485,6
117486,5
117487,6
117488,6
117489,6
117490,7
117491,6
117492,7
117493,7
117494,6
117495,8
117496,6
117497,5
117498,5
117499,4
117500,4
117501,4
117502,4
117503,4
117504,4
117505,4
117506,4
117507,4
117508,3
117509,3
117510,3
117511,3
117512,3
117513,3
117514,3
117515,6
117516,3
117517,3
117518,3
117519,3
117520,3
117521,3
117522,3
117523,3
117524,3
117525,3
117526,3
117527,3
117528,3
117529,3
117530,3
117531,3
117532,3
117533,3
117534,3
117535,3
117536,5
117537,4
117538,3
117539,3
117540,3
117541,3
117542,4
117543,3
117544,3
117545,3
117546,3
117547,5
117548,4
117549,3
117550,3
117551,4
117552,3
117553,3
117554,3
117555,4
117556,3
117557,3
117558,3
117559,3
117560,3
117561,3
117562,3
117563,3
117564,3
117565,3
117566,3
117567,3
117568,5
117569,3
117570,3
117571,3
117572,3
117573,3
117574,3
117575,3
117576,3
117577,3
117578,4
117579,3
117580,3
117581,3
117582,3
117583,3
117584,3
117585,3
117586,5
117587,4
117588,4
117589,5
117590,6
117591,5
117592,5
117593,5
117594,5
117595,5
117596,6
117597,6
117598,6
117599,5
117600,6
117601,4
117602,4
117603,4
117604,4
117605,4
117606,4
117607,5
117608,6
117609,6
117610,6
117611,9
117612,7
117613,8
117614,7
117615,9
117616,7
117617,9
117618,11
117619,8
117620,13
117621,7
117622,8
117623,6
117624,7
117625,7
117626,7
117627,6
117628,11
117629,6
117630,7
117631,6
117632,6
117633,5
117634,5
117635,5
117636,5
117637,6
117638,7
117639,5
117640,6
117641,5
117642,5
117643,5
117644,6
117645,5
117646,5
117647,4
117648,4
117649,4
117650,4
117651,4
117652,6
117653,4
117654,4
117655,4
117656,3
117657,3
117658,3
117659,3
117660,3
117661,3
117662,4
117663,3
117664,3
117665,3
117666,4
117667,4
117668,4
117669,4
117670,5
117671,5
117672,4
117673,5
117674,4
117675,4
117676,5
117677,4
117678,5
117679,3
117680,3
117681,3
117682,3
117683,3
117684,3
117685,4
117686,3
117687,3
117688,3
117689,3
117690,3
117691,3
117692,3
117693,3
117694,3
117695,3
117696,3
117697,3
117698,3
117699,3
117700,3
117701,3
117702,3
117703,3
117704,3
117705,3
117706,3
117707,3
117708,3
117709,3
117710,3
117711,3
117712,3
117713,3
117714,3
117715,3
117716,3
117717,3
117718,3
117719,3
117720,3
117721,3
117722,3
117723,3
117724,3
117725,3
117726,3
117727,3
117728,3
117729,3
117730,3
117731,3
117732,3
117733,4
117734,3
117735,3
117736,3
117737,3
117738,3
117739,3
117740,3
117741,3
117742,3
117743,3
117744,3
117745,4
117746,4
117747,3
117748,3
117749,3
117750,3
117751,3
117752,3
117753,3
117754,3
117755,3
117756,3
117757,3
117758,3
117759,3
117760,3
117761,3
117762,3
117763,3
117764,3
117765,3
117766,3
117767,3
117768,3
117769,5
117770,4
117771,5
117772,5
117773,4
117774,4
117775,4
117776,3
117777,3
117778,4
117779,3
117780,4
117781,4
117782,4
117783,5
117784,6
117785,7
117786,5
117787,4
117788,5
117789,5
117790,5
117791,5
117792,6
117793,6
117794,7
117795,5
117796,4
117797,5
117798,6
117799,5
117800,5
117801,5
117802,6
117803,6
117804,5
117805,5
117806,6
117807,5
117808,6
117809,5
117810,5
117811,5
117812,5
117813,6
117814,6
117815,8
117816,5
117817,6
117818,5
117819,6
117820,5
117821,5
117822,6
117823,4
117824,4
117825,4
117826,5
117827,5
117828,4
117829,4
117830,4
117831,4
117832,4
117833,4
117834,4
117835,5
117836,5
117837,6
117838,5
117839,5
117840,5
117841,5
117842,6
117843,6
117844,5
117845,6
117846,6
117847,6
117848,7
117849,7
117850,10
117851,8
117852,9
117853,9
117854,9
117855,10
117856,11
117857,10
117858,8
117859,9
117860,10
117861,11
117862,10
117863,12
117864,9
117865,11
117866,10
117867,13
117868,9
117869,11
117870,8
117871,11
117872,8
117873,9
117874,9
117875,10
117876,11
117877,9
117878,10
117879,8
117880,8
117881,9
117882,9
117883,9
117884,8
117885,7
117886,7
117887,8
117888,8
117889,8
117890,9
117891,8
117892,7
117893,9
117894,7
117895,7
117896,8
117897,9
117898,9
117899,9
117900,8
117901,7
117902,6
117903,6
117904,7
117905,7
117906,6
117907,6
117908,6
117909,5
117910,5
117911,5
117912,5
117913,7
117914,7
117915,5
117916,5
117917,5
117918,6
117919,5
117920,8
117921,6
117922,5
117923,5
117924,6
117925,5
117926,5
117927,6
117928,5
117929,6
117930,5
117931,6
117932,5
117933,8
117934,7
117935,6
117936,8
117937,6
117938,5
117939,5
117940,5
117941,4
117942,4
117943,4
117944,5
117945,7
117946,5
117947,5
117948,5
117949,5
117950,5
117951,5
117952,5
117953,6
117954,5
117955,5
117956,6
117957,7
117958,7
117959,6
117960,6
117961,7
117962,7
117963,10
117964,7
117965,8
117966,6
117967,7
117968,5
117969,6
117970,5
117971,5
117972,5
117973,5
117974,5
117975,6
117976,6
117977,7
117978,6
117979,5
117980,5
117981,5
117982,7
117983,5
117984,5
117985,5
117986,5
117987,5
117988,6
117989,5
117990,5
117991,5
117992,6
117993,6
117994,5
117995,5
117996,5
117997,5
117998,5
117999,5
118000,5
118001,4
118002,5
118003,4
118004,4
118005,4
118006,4
118007,4
118008,4
118009,4
118010,4
118011,4
118012,4
118013,4
118014,5
118015,4
118016,4
118017,4
118018,4
118019,4
118020,5
118021,5
118022,5
118023,6
118024,6
118025,5
118026,5
118027,4
118028,4
118029,4
118030,4
118031,6
118032,6
118033,5
118034,5
118035,5
118036,5
118037,5
118038,6
118039,5
118040,5
118041,6
118042,5
118043,5
118044,6
118045,5
118046,5
118047,5
118048,6
118049,6
118050,5
118051,5
118052,5
118053,5
118054,5
118055,6
118056,7
118057,6
118058,6
118059,6
118060,5
118061,5
118062,5
118063,5
118064,4
118065,4
118066,4
118067,4
118068,4
118069,4
118070,4
118071,4
118072,4
118073,5
118074,5
118075,4
118076,5
118077,6
118078,4
118079,4
118080,4
118081,4
118082,4
118083,5
118084,5
118085,5
118086,5
118087,5
118088,5
118089,5
118090,5
118091,5
118092,5
118093,6
118094,7
118095,6
118096,6
118097,6
118098,6
118099,6
118100,6
118101,6
118102,5
118103,5
118104,5
118105,6
118106,6
118107,5
118108,5
118109,5
118110,5
118111,5
118112,5
118113,7
118114,7
118115,10
118116,8
118117,8
118118,8
118119,9
118120,8
118121,6
118122,6
118123,6
118124,6
118125,6
118126,6
118127,4
118128,4
118129,4
118130,4
118131,4
118132,5
118133,4
118134,4
118135,5
118136,4
118137,6
118138,5
118139,4
118140,4
118141,4
118142,4
118143,4
118144,6
118145,6
118146,4
118147,4
118148,4
118149,5
118150,5
118151,6
118152,5
118153,5
118154,4
118155,6
118156,5
118157,4
118158,4
118159,4
118160,4
118161,5
118162,5
118163,5
118164,6
118165,6
118166,8
118167,7
118168,6
118169,6
118170,6
118171,8
118172,8
118173,6
118174,6
118175,7
118176,6
118177,6
118178,6
118179,6
118180,8
118181,8
118182,9
118183,9
118184,8
118185,8
118186,8
118187,8
118188,7
118189,9
118190,7
118191,6
118192,6
118193,6
118194,7
118195,9
118196,8
118197,7
118198,7
118199,7
118200,9
118201,7
118202,7
118203,8
118204,8
118205,7
118206,9
118207,7
118208,7
118209,8
118210,6
118211,7
118212,8
118213,7
118214,7
118215,7
118216,7
118217,6
118218,7
118219,8
118220,8
118221,8
118222,8
118223,11
118224,12
118225,9
118226,8
118227,8
118228,7
118229,7
118230,6
118231,6
118232,6
118233,6
118234,6
118235,6
118236,6
118237,7
118238,6
118239,7
118240,6
118241,8
118242,7
118243,6
118244,7
118245,8
118246,7
118247,5
118248,5
118249,5
118250,5
118251,5
118252,5
118253,5
118254,5
118255,5
118256,7
118257,6
118258,7
118259,6
118260,7
118261,6
118262,7
118263,6
118264,5
118265,6
118266,7
118267,5
118268,4
118269,5
118270,4
118271,4
118272,5
118273,4
118274,4
118275,4
118276,5
118277,5
118278,4
118279,4
118280,4
118281,6
118282,5
118283,5
118284,5
118285,5
118286,5
118287,5
118288,5
118289,6
118290,7
118291,7
118292,6
118293,6
118294,7
118295,6
118296,7
118297,8
118298,9
118299,7
118300,8
118301,7
118302,8
118303,8
118304,7
118305,9
118306,7
118307,5
118308,5
118309,5
118310,7
118311,7
118312,5
118313,5
118314,5
118315,5
118316,6
118317,6
118318,6
118319,5
118320,7
118321,9
118322,6
118323,6
118324,7
118325,7
118326,8
118327,8
118328,6
118329,6
118330,6
118331,5
118332,5
118333,5
118334,5
118335,5
118336,5
118337,5
118338,6
118339,9
118340,10
118341,10
118342,11
118343,13
118344,11
118345,11
118346,10
118347,7
118348,9
118349,9
118350,8
118351,8
118352,8
118353,7
118354,7
118355,8
118356,7
118357,7
118358,8
118359,8
118360,9
118361,9
118362,8
118363,8
118364,10
118365,8
118366,9
118367,8
118368,10
118369,7
118370,7
118371,10
118372,15
118373,9
118374,10
118375,10
118376,9
118377,8
118378,8
118379,9
118380,8
118381,8
118382,8
118383,11
118384,9
118385,8
118386,8
118387,11
118388,8
118389,8
118390,8
118391,9
118392,8
118393,8
118394,8
118395,9
118396,9
118397,7
118398,9
118399,7
118400,7
118401,8
118402,7
118403,7
118404,7
118405,8
118406,7
118407,7
118408,11
118409,8
118410,8
118411,7
118412,7
118413,8
118414,7
118415,7
118416,7
118417,7
118418,8
118419,9
118420,10
118421,9
118422,8
118423,9
118424,8
118425,8
118426,10
118427,9
118428,8
118429,10
118430,7
118431,7
118432,7
118433,7
118434,6
118435,6
118436,5
118437,5
118438,6
118439,5
118440,5
118441,6
118442,5
118443,5
118444,5
118445,4
118446,4
118447,4
118448,5
118449,4
118450,4
118451,4
118452,5
118453,5
118454,7
118455,5
118456,4
118457,4
118458,4
118459,5
118460,4
118461,4
118462,5
118463,5
118464,5
118465,6
118466,6
118467,7
118468,10
118469,9
118470,7
118471,7
118472,7
118473,6
118474,7
118475,6
118476,7
118477,9
118478,7
118479,8
118480,7
118481,6
118482,7
118483,7
118484,6
118485,6
118486,7
118487,6
118488,10
118489,6
118490,7
118491,6
118492,8
118493,7
118494,6
118495,7
118496,10
118497,8
118498,7
118499,7
118500,6
118501,6
118502,6
118503,5
118504,6
118505,4
118506,4
118507,4
118508,4
118509,5
118510,5
118511,5
118512,4
118513,3
118514,3
118515,3
118516,3
118517,4
118518,3
118519,3
118520,3
118521,4
118522,4
118523,4
118524,7
118525,7
118526,6
118527,6
118528,6
118529,7
118530,7
118531,6
118532,6
118533,6
118534,5
118535,5
118536,5
118537,7
118538,6
118539,6
118540,12
118541,6
118542,7
118543,8
118544,8
118545,8
118546,7
118547,7
118548,7
118549,7
118550,6
118551,6
118552,6
118553,5
118554,5
118555,5
118556,5
118557,6
118558,5
118559,5
118560,5
118561,5
118562,5
118563,4
118564,4
118565,4
118566,4
118567,4
118568,4
118569,5
118570,5
118571,5
118572,5
118573,5
118574,4
118575,4
118576,5
118577,5
118578,4
118579,4
118580,4
118581,4
118582,4
118583,4
118584,4
118585,4
118586,4
118587,5
118588,5
118589,5
118590,6
118591,6
118592,6
118593,7
118594,7
118595,8
118596,6
118597,7
118598,6
118599,6
118600,6
118601,6
118602,6
118603,7
118604,8
118605,7
118606,7
118607,7
118608,7
118609,7
118610,8
118611,7
118612,7
118613,10
118614,9
118615,9
118616,10
118617,8
118618,7
118619,7
118620,8
118621,6
118622,6
118623,8
118624,7
118625,6
118626,6
118627,8
118628,6
118629,7
118630,6
118631,8
118632,7
118633,8
118634,10
118635,10
118636,9
118637,7
118638,7
118639,6
118640,7
118641,7
118642,10
118643,8
118644,9
118645,11
118646,11
118647,10
118648,9
118649,8
118650,8
118651,8
118652,9
118653,9
118654,11
118655,7
118656,7
118657,9
118658,7
118659,7
118660,6
118661,7
118662,6
118663,7
118664,8
118665,8
118666,8
118667,8
118668,12
118669,12
118670,12
118671,13
118672,12
118673,11
118674,10
118675,13
118676,9
118677,9
118678,9
118679,7
118680,7
118681,8
118682,7
118683,7
118684,5
118685,7
118686,5
118687,7
118688,5
118689,5
118690,5
118691,6
118692,7
118693,6
118694,6
118695,6
118696,9
118697,6
118698,7
118699,6
118700,6
118701,6
118702,7
118703,6
118704,6
118705,5
118706,6
118707,7
118708,6
118709,6
118710,5
118711,5
118712,4
118713,4
118714,4
118715,4
118716,5
118717,4
118718,5
118719,3
118720,4
118721,4
118722,4
118723,4
118724,4
118725,5
118726,5
118727,5
118728,4
118729,4
118730,4
118731,4
118732,4
118733,4
118734,5
118735,5
118736,5
118737,7
118738,8
118739,5
118740,5
118741,6
118742,6
118743,6
118744,6
118745,6
118746,6
118747,6
118748,7
118749,6
118750,7
118751,6
118752,7
118753,6
118754,6
118755,5
118756,5
118757,4
118758,5
118759,4
118760,5
118761,4
118762,5
118763,5
118764,5
118765,4
118766,4
118767,4
118768,4
118769,4
118770,4
118771,4
118772,4
118773,4
118774,6
118775,4
118776,5
118777,4
118778,4
118779,4
118780,5
118781,5
118782,4
118783,4
118784,4
118785,4
118786,5
118787,4
118788,4
118789,6
118790,5
118791,7
118792,6
118793,6
118794,5
118795,5
118796,4
118797,4
118798,4
118799,4
118800,4
118801,4
118802,4
118803,6
118804,5
118805,5
118806,7
118807,6
118808,4
118809,5
118810,5
118811,4
118812,4
118813,4
118814,5
118815,7
118816,7
118817,7
118818,6
118819,5
118820,4
118821,4
118822,4
